movie,sentence,score
영웅,엄청 울면서 봤어요.&amp;#39;,10
영웅,"진짜 최악 시도때도 없이 나오는 노래재밌지도 않은 코미디, 노래왜 나오는지 컨셉이 왜 이런지 모르겠는 주변인물 차라리 코미디, 노래 빼고 진지하게 나왔으면 오히려 그게 더 나았을듯 아무리 뮤지컬 영화라지만 너무 자주 길게 나오는 노래때문에 인도영화 같았음 안중근 진지한 장면이랑 노래도 차음에만 볼만했지 뒤로 갈수록 뇌절이란 생각밖에 안듬.차라리 아바타 다시볼걸 탑건 아바타 범죄도시 쥬라기 월드 보다 이거 보니까 소리지르고 뛰쳐나오고 싶었음 안중근 의사를 팔았다는 생각밖에 안듬 친일파 양성영화뒤로 갈수록 일본군 장면에서 뽕찼다",1
영웅,네..다음 관종 테러범.,1
아바타: 물의 길,감동입니다 몰입해서 봤습니다,10
아바타: 물의 길,1편보다  재미없다는 리뷰땜에  기대반걱정반으로  봤는데 많이  재미 있다2D로  봤는데 3D로 다시 한번 볼 생각  임.,10
아바타: 물의 길,다음생엔 나비족으로 태어나야지                        그 정도로 몰입감 쩔고 정말 순식간에 지나간 3시간이었음    나비족은 왜이렇게 멋있는가..   설리 가족은 하나다. 크으.. ,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",기대만큼 슬프진 않았음 옆에서는 꺽꺽 우시는데 난 아무렇지 않아서 감정 없는사람이 된거 같았음,8
영웅,정말 감동적이에요ㅠㅠ 음악도 미쳤고 눈물이 뚝뚝 떨어집니다 ,10
영웅,이거볼바엔 발리우드 보는게 훨씬 재밌음러시아 산은 이뻤음,2
1917,1차대전 영화 중 단연 최고,10
영웅,원래 뮤지컬영화 안좋아합니다근데 오랜만에 감동적인 영화를봤네요잘안우는데펑펑 울었네요뮤지컬영화는 별로라는  나의 선입견을바꿔주네요넘감동적이 였어요,10
아바타: 물의 길,올해 최고의 영화.최고였다,10
영웅,한국인으로써 무조건봐야한다 요즘 우린 이런 역사를 잊은민족같다 ,10
영웅,다좋은데 누가죄인인가 노래 나오는씬에서먼가 좀 아쉬웠어요 좀더 웅장했으면더좋았을거같아요그리고 나문희배우가 노래하실때진짜 눈물참느라 죽을뻔했습니다,10
올빼미,긴장감 넘치고 스릴있음보는 내내 어떻게 전개될지 궁금해하며 보게 한 흥미로운 스토리임사운드도 너무 귀아프지 않아서 좋았음그리고 무엇보다 배우들 연기가 최고라서.. 몰입이 완전 잘 됨연기를 잘하고 못하는 게 어떤 건지 알게 됨역사 공부도 나름 되고 ㅎㅎ시청한 시간이 아깝지 않은 영화인 것 같음주변 사람들에게 극추하고 싶은 작품!,10
아는 여자,다시 봐도 그 시절 그 감동 그대로 ,9
영웅,아들과 잘 봤습니다.아직 여운이 가시질않네요ㅜㅡㅜ,10
아바타: 물의 길,최고최고최고 반일정서 한국영화보다 훨 재밌다,10
나이브스 아웃: 글래스 어니언,1이랑 다른 재질로 재밌게봤어용,10
영웅,최근 2년내 본 영화중에서 가장 가슴이 뭉클하네요  배우들 연기력 넘 좋았습니다대한민국 사람 이라면 꼭 한번 영환관 나와서보십시요    우리가 이렇게  잘살수 있는게  조상님들의 피나는 노력 이라고...,10
부활,"신적, 종교적인 색체를 지나치게 부각하지 않고,예수의 부활에 대한 집행관의 고뇌를 인간적으로 시청자가 따라가며 몰입할수 있었다.",8
영웅,뮤지컬을 워낙 좋아해서 영화로 나온 다기에 기대했습니다 기대대로 넘 좋았네요영상미도 좋고 넘버도 너무 너무 좋고 뮤지컬과 다른 감동을 느낄 수 있었어요조마리아 여사님 편지 내용과 장부가 나오는 장면은 영화든 뮤지컬이든 너무 감동이네요!!!,10
에브리씽 에브리웨어 올 앳 원스,미쳤음 미쳤음 미쳤음 ㅇㅇ,10
그린 북,운전하는 길위에서 서로가 동화된다.그것은 누구 한쪽에 쏠리지 않는 완벽한 중립의 상태.이로인해 타인을 배우지않을까,8
영웅,인생은 아름다워처럼 뮤지컬 영화가 그냥 영화보다 노래나와 지루하지 않고 재미있네요,8
아바타: 물의 길,1보다 재밌었어요 영상미 지림,10
영웅,배우분들이 너무나 다 명배우님들이시고 노래도 너무 괜찮아요 화면 시점 바뀌고 사건이 빠르게 진행되는게 너무 좋아요 ,10
아바타: 물의 길,경이로운 경험이었습니다.,9
범죄의 재구성,사기꾼 영화의 걸작 !!,10
20세기 소녀,진심 잘 안우는데 이 영화보고 눈물 나옴 하지만 현실은 저런일 없음 ,10
영웅,개그 소재가 중간에 나올땐 당황스러웠으나 그거를 무마하는 배우분들의 연기 와 노래 감동적이였습니다.라이브인줄 모르고 봤어도 감동이었는데찾아보니 라이브라서 한번더 보러갈려구요!.!,10
초록물고기,개쩌는 영화,10
아바타: 물의 길,가성비 좋은 볼거리 만랩. 인류의 미래 같음,10
올빼미,뇌출혈 환자의 한방치료기,7
영웅,첫장면부터 가슴뭉클 감동~CG처리가 약간 영화를 방해한 느낌?,10
영웅,한변에 뮤지컬을 본듯하네요 배우들의 노래는 완벽!!가슴이 뜨거워진 멋진 영화였습니다 ,10
"나는 내일, 어제의 너와 만난다",최고...통곡하면서 봤음... 잔잔한데 지루하지 않고 소재도 신선하고 스토리도 감동적이고 영상미도 좋고 다 좋다ㅜ 내일 만나자는 인사가 이렇게 슬프게 느껴질 줄은 몰랐다.,10
5 to 7,진짜 재미없고 짜증나는 스토리라인. 몰입 전혀 안되고 프랑스인 어쩌고 미국 어쩌고 프레임씌우기 인종차별 엘리트주의 등 오글거리는 포인트가 한둘이 아니다. 내가 변한건가.. 마지막 장면 만큼은 여전히 어이없지만 그나마 괜찮았던.,1
아바타: 물의 길,머리검은 짐승은 거두는것이 아니라더니..,8
아바타: 물의 길,"늦은거에 비해 별로라할수있겠지만여전히,새롭고 즐거웠다 3도 기대해본다!!!",9
올빼미,이 영화는 진짜 꼭 보세요.,10
기예르모 델토로의 피노키오,동화가 보여줄 수 있는 가장 본능적이고 원초적인 감동을 확인할 수 있는 작품.최근 디즈니가 보여준 인위적 감동은 절대 따라올 수 없는 자유롭고 따뜻한 감동을 선사하는 걸작.,10
영웅,노래땜에 집중안됨누가 잼있다고들 했냐..   ,4
아바타: 물의 길,"말이 필요 없습니다. 아바타1보다, 탑건2보다 더 잼 있네요",10
영웅,완전 감동... 꼭 봐야할 영화,10
영웅,보는내내 감동의 물결~~ 넘 완벽했어요~^^,10
아바타: 물의 길,재미있게 봤는데 1편을 너무재밋게 봐서 4점을 줬어요~ 세시간동안 영상미가 좋아서지루한줄모르고 본것같네요^^ ,8
굿 윌 헌팅,"사랑하라, 한번도 상처받지 않은 것처럼",9
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,진짜 너무 재미없었어요,1
영웅,안중근 한사람만 봐도 캐릭터 다 혼자캐리 ~ 김고은 박진주 몰입되고 ,10
영웅,안중근의사의 삶. 그 어머니. 이름없이 죽어간 수많은 분들. 숙연해지고 먹먹해지고 가슴이 미어진다,10
"나는 내일, 어제의 너와 만난다",너무나 애틋한 30일의 기록,10
아바타: 물의 길,역대 최고입니다. 단언코,10
영웅,너무 감동적이에요!!!~~연기도 잘하고 노래를 다들 잘하네요!!~~오랜만에 눈물 흘리며 본 영화네요!!!,10
영웅,짱짱짱짱멋있어요정성화님,10
아바타: 물의 길,아이맥스로 보았을때 최고의 영상미 하지만 러닝타임이 길어 눈에 피로도는 어쩔수가 없네요. 그래도 최고의 경험 카메론감독의 판도라세상 이야기가 계속해서 나오길,10
불릿 트레인,어쩌다봐 봤는데 너무너무 재밌어요!,10
영웅,눈물이 주륵주륵 흐르네요,10
영웅,"몰입력 장난 아니고,, 무엇보다 배우분들이 노래를 정말 잘하셔요 흐름이 노래에서 깨지지 않고 그대로 이어나가는 게 뮤지컬 영화지만 끝까지 지루하지 않게 보았던 것 같아요 김고은 배우님께 깜짝 놀랐던 영화 ",10
아바타: 물의 길,"미친 영상미다. 스크린에서 상영할 때 볼 거 아니라면 절대 보면 안됨. 넷플에서 보기? 절대ㄴㄴ 꼭 큰 화면에서 봐야한다. 본인은 스크린엑스에서 봤고, 아직 4D는 못봤는데 안경잡이만 아니라면 포디도 보러가고 싶다.스토리는 가족애와 갈등 등등 진부하긴 한데 스토리가 큰 미스라고 생각될 정도는 아니다. 3시간이 30분처럼 지나갔음. 지루하지도 않고 보는 내내 영상미에 압도당해서 좋았다 진심,,",10
탑건: 매버릭,흔히 아는 스토리이지만 그걸 커버칠 수 있는 액션과 영상미가 있다. 아는 스토리라 해도 탑건 1을 봤다면 굉장히 힘 있는 스토리다.,10
불릿 트레인,"1. 일본과 안 맞으면 비추(소니픽쳐스+일본배경+일본소설원작)하지만 배경이 일본일 뿐 왜색이 짙어서 거슬리는 정도는 아님.2. 피칠갑이 싫으면 역시 절대 비추. 총과 사무라이 칼의 환장 콜라보.3. 빵형 믿고 보겠다면 안 말리지만, 실망할 거라고 미리 알려줌.4. 스토리나 개연성, 고증 이런 거 중요한 사람에게도 비추.5. 그냥 팝콘이나 씹으면서 시간 때울 사람에게 추천하기도 좀 애매한 것이 킬링타임 치곤 서사가 너무 구구절절해서 구질구질. 없거나 설명하지 않아도 되는 서사가 절반은 넘는 듯.6. 러닝타임 내내 내레이션 같은 말이 진짜 구역질 나올 정도로 많음. 7. 액션도 아니고 코메디도 아닌, 이거 정체가 뭐냐? -들어주기 힘든 대사가 절반, 피칠갑 단순 액션이 나머지 절반-제작비는 일본관광청이 댔거나 고속철 회사가 댔거나-커리어 말년에 망작만 출연하는 브루스 윌리스가 찍었으면 훨씬 어울렸을 텐데, 빵형이 왜 거기서 나와?-일본소설이 원작? 하아- 이 정도면 웹툰으로 나왔어도 폭망각인데..-명감독과 명배우의 재능 낭비-영화 내내 빵형이 외는 대사 bad luck, bad luck 에는 동의. 빵형 이번 영화는 운이 없었어.-사무라이 감성팔이는 일본인도 화나게 할 듯",3
아바타: 물의 길,그냥 하루종일 지루함 친구랑 둘이 같는데뭔가 감동포인트 같은거 1도 없는 지루한 영화좀 기대하고 갔는데 진짜 뭘본건지 모르겠음나중에 아바타 3  나와도 안볼듯,1
영웅,대한민국 국적 가진 사람은 보아야 할 영화. ,10
영웅,감동적인 영화입니다♡,10
아바타: 물의 길,초등 아이들과 함께~~돈이 안아까움! ,10
영웅,한편의 뮤지컬을 본 듯 너무 감동 그 자체입니다!!!,10
카터,액션이 엄청 화려하고 연기 쩔음,8
영웅,"역사 영화를 굉장히 선호하는 팬으로서, 아쉬움이 가득 남는 영화였음. 조절되지 않고 터져 나오는 배경음과 아쉬운 카메라 워킹, 정성화 배우가 잡아주는 영웅의 무게감을 저해하는 개그요소, 윤제균 감독님인지라 기대도 많이 하고 갔지만, 생각보다 영웅이 주는 무게감과 웅장함을 살리지 못 한 연출이 아쉬웠다. 그럼에도 한국 사람이라면 반드시 한번쯤은 접해야 할 영웅, 영웅의 무게감과 완벽한 연출의 조화를 즐기고 싶다면 뮤지컬 추천, 짧고 굵게라도 역사를 잊지 않고 아이들에게 전달하고 싶다면 영화 영웅 추천. ",6
아바타: 물의 길,진짜 오랜만에 재밌는 영화봤다,9
영웅,정말 감동과 역사의이야기를 좋아하는 뮤지컬로 보여주셔서 감동이엿어요 .다만 정말 국내영화 자막이 절실했었어요.ㅠ 가사하나하나를 듣고 한번 더 읽을 수 있었으면..을 많이 바라게됐던 영화였습니다.각자의 심정과 스토리를 자막이있었으면 감동이 더욱 배가 됐을 것같은 ㅎㅎㅎㅎ ,10
영웅,레미제라블을 만들고 싶었던 윤제균의 시도 뮤지컬 영화의 특성 상 어쩔 수 없었겠지만 시종일관 격정 격정 격정은 개선되어야 할 부분 그리고 솔직히 카메라워킹은 너무 올드하다 이러한 연출의 부족함을 안중근 선생님의 삶과 정성화의 연기가 메운다 정성화의 영웅을 광클릭하지 않고 1만원에 볼 수 있다는 것만으로도 충분히 볼만한 영화 ,7
유치원에 간 사나이,아놀드 영화중 최고~♡아이들이 너무 사랑스러웠던~,10
러브 액츄얼리,네번의 결혼식 과 한번의 장례식의 Love is all around 가 Christmas is all around 로~~.보고 또 봐도 좋은 최고의 크리스마스 영화!!,10
데스티네이션,기발한 발상의 슬래쉬 무비.,8
영웅,감동. 시간 가는줄 몰랐네요간만에 감동에 젖어 봤습니다,10
올빼미,"기대를 많이 하고 갔는데, 말그대로 흠잡을 데 없이 볼 만한 영화입니다! 영화가 끝나자마자 극찬하게 되는 건 아닌데 아쉬운 점이 없는 영화였어요.",9
영웅,"가족이 주말에 함께 관람했어요. 생각이 많아지는 영화, 그시절 헌신하신 수많은 선조들의 희생 잊지 않겠습니다. 하얼빈도 읽어보길 추천~~ ",9
영웅,나라를 지켜주신 고마움을 잊을 수 없습니다.,9
아바타: 물의 길,물을좋아해서 그런지 엄청나게 재밌다,9
영웅,"가족이 주말에 함께 관람했어요. 생각이 많아지는 영화, 그시절 헌신하신 수많은 선조들의 희생 잊지 않겠습니다. 정성화배우님...노래, 연기 압권입니다. 고생 많으셨습니다.",10
영웅,사라져가는  애국심을 돌아오게  만드는  영화였습니다,10
폴: 600미터,이 감독은 항상 뒤통수를 잘 치는 것 같음. 스릴 넘치고 좋았다,10
아바타: 물의 길,극장에서 봐야됨 그래픽 실제같음,10
셔터 아일랜드,ㅋㅋㅋ복선 알고나면 더욱 웃긴 영화.. 연기해주느라 얼마나 힘들었겠어ㅋㅋㅋ..,10
영웅,꼭봐야하는영화 배우님들연기진짜잘하시고노래도굿굿 감동적이고 기억해야되는 영화뮤지컬 보고싶었는데 영화로라도 뮤지컬한편직접 본느낌,10
영웅,한국 뮤지컬 영화 화이팅,10
영웅,"정말 감동적인 영화였습니다. 안중근 선생님과 독립운동가 조상님들의 조국을 위한 헌신과 사랑, 희생에 감사해지는 영화였네요",10
아바타: 물의 길,진짜 개재밌음 ㅠㅠ 개슬프고 존ㄴ나 재미씀 ,10
영웅,역사를 잊은 민족에게 미래는 없다. 이 한 마디로 모두 설명되는 영화 ,10
영웅,정성화배우님이 연기한 뮤지컬영화라서 꼭 보고싶었다. 영웅(안중근의사) 내용은 잘 알고 있어서 걱정반 기대반이었다.그러나 배우들의 노래와 연기가 뻔할뻔한 내용에 감동과 재미를 주었다.오늘 함께 관람한 초등4학년 아들과 안중근위인전 다시 읽어보고 싶어졌다.,10
아바타: 물의 길,"다시보고싶다,, 영화관 나오자마자 다시 보고싶음",10
루이스 웨인: 사랑을 그린 고양이 화가,"영화 초반과 후반의 따뜻한 영상미는 루이스웨인의 화가로써의 성격을 너무 잘 담아내었고,절정에 다다를 때의 환상적이고 복잡한 연출은 그의 머릿속을 그대로 표현한 것 같다...자칫 어지럽고 복잡하다고 느낄 수 있는 연출이지만, 그렇게 느꼈다면 감독은 성공한 것이다...",10
올빼미,매우 재밌었습니다 유해진 배우의 색다른 연기를 볼 수 있어서좋았음,8
영웅,누가 죄인인가를 들었을때 지렸습니다,10
아바타: 물의 길,3시간이 어떻게 지나간줄 몰랐던 올해 최고의 영화,10
영웅,민비 미화빼곤 괜찮은 영화 ,8
영웅,눈물나는 감동 뮤지컬 많이많이 보았으면합니다,10
아바타: 물의 길,인류 최고의 영화다. 너무 이쁜영화 제임스 카메론 신들렸음.,10
데스티네이션 2,완성도에선 아쉬운 부분이 많았지만 발상이 좋았던 작품,7
영웅,2시간 내내 마스크가 축축해질 만큼 울었습니다...,10
영웅,시간이 아무리 지나도 잊어서는 안될 그분들의 숭고한 희생!! 영웅이지만 누군가에겐 소중한 가족...이였던 두렵지만 용기내서 싸워준 그분들 덕에 지금  우리가 당연히 누리는 이 자유를 더욱 감사하면서 살아야 한단 생각이 드는 영화였어요 배우들이 그 역활 자체에 빠져들어 연기가 아닌 그냥 그분들이 영화속에서 살아 움직이는거 같았어요 더이상 나올 눈물이 없다고 생각이 들때 오열의 순간이 오더라구요 눈에서 눈물이 나는줄도 모르게 흘러요...대한민국 모든 분들 그리고 일본인들도..  다 봤으면 좋을거 같아요 아이손 부모님손 친구 연인 동료 할거 없이 함께 보러가셔요 ,10
영웅,연출을 보면 그냥 뮤지컬이 보고싶어져요.. 레미제라블을 그리고싶었지만 국제시장이 된 연출.. 오그라듭니다.. 근데 이러한 연출을 덮을만큼 정성화님 연기가 정말 소름돋습니다,7
영웅,초등학교 자녀에게도 최고의 영화,10
영웅,한국인이라면 꼭봐야될 영화!!!,10
아바타: 물의 길,cg의 한계를 두단계  끌어올렸네요. 소재에 따라 두차원 더 높은 환경도 표현할 수 있음을 보여준 영화입니다.  제임스카메룬 ~ respect!!,10
영웅,별점 많이 받으시오~~,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",전개가 살짝 급발진하는 감이 없지않아 있었지만 시간가는줄 모르고 재밌게 봤음 거의 오열하면서 봄ㅠ,10
데시벨,개그 좀 빼지ㅠㅠㅠ 답답하넹,8
아바타: 물의 길,돈도 시간도 전혀 아깝지 않았어요 ,10
영웅,굿 소 베리베리굿 오케이?,10
아바타: 물의 길,‘설리 가족은 하나다’라는 대사가 인상깊고 영상미 미쳤어요 진짜 판도라에 와있다는 느낌 때문에 그런가 심장이 너무 빨리 뛰더라고요 시즌3 너무 기대돼요 빨리 나왔으면 좋겠어요ㅠ,10
루카,우리를 물 밖으로 나오게 한 모두에게 이 영화를 바칩니다.,8
아바타: 물의 길,"전편을 안봤고 별로 안땡겼으나 이런 대작이었군.영상미,스케일 보소ㅋㅋ 초반 살짝 졸았고 러닝타임이 너무 긴 것 빼고는 3D로 볼만함",9
영웅,혹평이 많아서 걱정했는데 생각보다 괜찮았다.배우들 연기가 너무 잘해서 몰입이 잘됐다.,10
영웅,다 알고있는 내용이지만 영화를 통해그 시대 아픔을 더 생생하게 느끼게 했던 영화입니다.가슴속 깊이 함께 소리치며 함께 눈물흘리며 대한독립을 기원하게 했습니다.,10
영웅,진작에 나왔어야 하는 영화. 전체관람가였어야 하는데 그것이 아쉽다. ,10
아바타: 물의 길,재미없던데?!그냥 다큐인줄.. 가족사랑 자연사랑?ㅎㅎ 아바타 1이 훠어어어얼씬 재밌다.내용이 없노..그냥 발리 가서 수영하고 놀다 환경 파괴 밀렵꾼들 퇴치 딱 그정도..ㅃ2..,4
영웅,테러리스트를 미화한 영화사는 제정신이냐? 게다가 영화도 노잼,1
아바타: 물의 길,역시 아바타 ...더이상 말이 필요없다...,10
랑종,기대를 너무 해서 그런지 그냥 그랬다. 배우들 연기가 압권,6
영웅,엄청 감동적이에요 꼭 보세요!!!,10
영웅,감동이였습니다~연기도 노래도 넘잘하셨어요,10
데스티네이션 3 - 파이널 데스티네이션,조금 식상해졌다고 해야할까,7
올빼미,기대없이 봤는데 재밌었다!,10
영웅,2시간이 어느새 흘러가고감정의 정점에서 영화가 끝나눈물을 닦을 여유도 없어요,10
러브레터,"차가운 공기를 깊게 들이마시고, 가슴속에,  깊게,  뜨겁게 뭉쳐있던 한 마디를 내 뱉는 영화의 백미를 우리 모두는 아직 잊지 않고 있다. ",9
올빼미,재밌어요 추천합니다 김성철 배우님 연기가 인상깊음,10
러브레터,"차가운 공기를 깊게 들이마시고, 가슴속에,  깊게,  뜨겁게 뭉쳐있던 한 마디를 내 뱉는 영화의 백미를 우리 모두는 아직 잊지 않고 있다. ",9
올빼미,재밌어요 추천합니다 김성철 배우님 연기가 인상깊음,10
영웅,정말 감동적입니다. 보는 내내 남편도 그렇고 저도 많이 울었어요. 나중에 아기 태어나면 같이 보고싶은 영화입니다. ,10
아바타: 물의 길,멋있어요. 아이맥스 쓰리디 꼭 자리 중앙 뒤에서 보세요. 고개 빠집니다,10
모가디슈,신파가 없으니 영화가 산다,9
영웅,뮤지컬을 카메라로 찍음,1
탄생,"청년 김대건의 세상을 사랑하는 위대한 행보~ 김대건을 연기하는 배우윤시윤님의 빛나는 모습, 마치 그날의 김대건을 보는듯... 감동이었습니다.",10
영웅,"조악한 스토리, 산만한 연출, 뜬금 없는 개그,수준 낮은 신파, 내 아까운 2시간을 어떡해야 하나요.",1
프리 가이,약간 유치하긴 하지만 나름대로 유쾌하고 즐길만하다,8
영웅,영웅정성화의 노래가내가슴을 찌른다,10
나이브스 아웃: 글래스 어니언,1편 안보고 봐서 기대없이 재밌게봤어요 다니엘 크레이그 007외에 처음접하는 연기라 너무 웃겼어요,9
아바타: 물의 길,"영화 보는 내내 눈이 즐겁고 눈물 쏟았습니다.. 아바타 최고 3,4,5 기대하고 있을게요!!!",10
영웅,옆애 앉은 아줌마가 통곡을 하며 계속울어서살짝 울컥 했네요. 감동적인 영화입니다. 보세요,10
영웅,가족들과 봤는데요.뮤지컬 못지 않은 감동입니다.여기저기서 우는 소리... 안중근 유해는 반드시 찾아주세요.1026  0326. 기억하겠습니다~!!!애써 주신 모든 분께 큰 감사드립니다.,10
롤러코스터,롤러코스터2 만들어주세요!꿀잼꿀잼~ 평점 9이상 될거같은데왜.평점이 낮은지 모르겠음,10
영웅,암살 두 번이나 실패하는데도 무방비로 총 맞아 죽어주는 친절한 이토 히로부미. 이토가 하얼빈 도착하면 설희(김고은) 배후 밝히겠다고 생포해서 가둬놓으라고 했는데 문도 안 잠궈놓아서 뒷문으로 나가 떨어저 죽는 박살난 개연성. 김고은은 왜 나오는지 모르겠고 뜬금없는 만두 타령과 어설픈 CG에서 웃음이 약간 나오긴 함. ,4
아바타: 물의 길,3편이 기대됩니다..!!,10
아바타: 물의 길,영상미는 정말 엄청 화려하네요. 하지만 우주로 나가서 까지 가족얘기는 쫌 식상하네요 ~,6
매드맥스: 분노의 도로,"최고의 영화, 모든 면에서 탁월하고 짜릿하다.",10
퍼스트맨,ㄹㅇ 띵작이다. 봐도봐도 잼있다,10
영웅,독립운동가분들이 없었으면 우리나라는 존재하지 못했을거란 생각이 듭니다,10
8월의 크리스마스,"내 기억 속의 무수한 사진들처럼,사랑도 언젠가 추억으로 그친다는 것을 난 알고 있었습니다.하지만 당신만은 추억이 되질 않았습니다.사랑을 간직한 채 떠날 수 있게 해 준 당신께고맙다는 말을 남깁니다.",8
라스트 듀얼: 최후의 결투,그당시 여성들의 삶이란...,9
빌리 홀리데이,무대의 스포트라이트 뒷편의 그녀의 굴곡진 삶,8
아바타: 물의 길,아바타1을 극장서만 4번 봤다최애 영화로 손꼽는데 ?10여년의 시간을 인식하지 못했을까너무 아쉬웠다 스토리 cg 연출 구성 감성어느것 하나 ?3시간여의 상영시간은지루하고 지루했다새롭고 환타스틱하며감동스러웠던 교감은 어디에도 ㅠ,4
아바타: 물의 길,이런 영상미의 해양다큐를 본다해도 낼 수 있는 돈. 그정도로 아름다움,10
영웅,강동 그자체입니다. 연기와 노래가 훌륭하게 조화되었습니다,10
영웅,후회없는 선택~!!정성화 김고은 나문희 등등 누구하나 감동적이지 않은 배우들이 없네요.다들 고생하셨습니다,10
헤어질 결심,일부러 빌빌 꼬는 개똥철학,1
아네트,예상하지 못했던 전개+분위기..,7
아바타: 물의 길,3D로 보길 잘했네요. 완전 강추!,10
가가린,이런게 현대미술인가보고나면 뭔지 알것같기도하면서 모르겠어 음 ,8
탄생,짜임새 있는 스토리 구성과 감동이 있는 영화였습니다.어제 영웅보고 오늘 탄생보고 눈이 이틀연속 습하네요..,10
영웅,감동에 감동연기력에 찬사!!,10
아바타: 물의 길,진짜 겁나재밋어요 3편 빨리나와라얍,10
프렌치 디스패치,졸릴때 보면 절대 안되는 영화,8
영웅,나라를 지켜준 독립운동가 앞에 언제나 뜨거워지는 눈물과 가슴을 지닌 우리는 어쩔수없이 천상 대한민족! 가슴붙잡고 울며 봤어요~ 진짜진짜 감사해요,10
아바타: 물의 길,시간 가는줄 모르고 봤어요  또봐도좋을듯,10
아바타: 물의 길,나는 재미가 있게 보았다. 음하하하하,10
사도,역겨움이 끝이없는 졸작,1
영웅,휴지 챙겨가세요 꼭!!,10
영웅,넘 감동적이였음 정성화 대박!!! 넘 잘하자나~~~ 몇번이나 울컥해서 눈물흘림,10
엔칸토: 마법의 세계,특별하지 않아도 괜찮아!,8
아바타: 물의 길,줄거리는 1변과 같음. 영상미 빼고는 그냥 쓰레기,1
영웅,자녀들과 함께 보면 더감동일듯요...요즘처럼 애국심이없는 세대에서는 더욱....장면에 뮤지컬은 무거운 장르를 가볍고 지루하지 않게 연결해주심에 감동 마지막 박수로 (혼자) 화답해주었네요 다른이들도 이랬을듯요 추천영화입니다,10
아바타: 물의 길,ㅈ밌다..궁금하면 보기요,10
영웅,정성화...진심 안중근이다.,10
빌리 엘리어트 뮤지컬 라이브,뒤늦게 빌리에 빠져 뮤지컬 라이브 봤지만 너무 재밌다 빌리는 사랑,10
